step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
4034,PLACE_PROTOTYPE_PART,DUC-F-04313,-Z,DUC-F-04091,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4035,PLACE_PROTOTYPE_PART,DUC-F-04333,-Z,DUC-F-04093,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4036,PLACE_PROTOTYPE_PART,DUC-F-04352,-Z,DUC-F-04094,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4037,PLACE_PROTOTYPE_PART,DUC-F-04372,-Z,DUC-F-04096,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4038,PLACE_PROTOTYPE_PART,DUC-F-04390,-Z,DUC-F-04098,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4039,PLACE_PROTOTYPE_PART,DUC-F-04405,-Z,DUC-F-04102,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4040,PLACE_PROTOTYPE_PART,DUC-F-04414,-Z,DUC-F-04104,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4041,PLACE_PROTOTYPE_PART,DUC-F-04241,-Z,DUC-F-04105,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4042,PLACE_PROTOTYPE_PART,DUC-F-04245,-Z,DUC-F-04106,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4043,PLACE_PROTOTYPE_PART,DUC-F-04264,-Z,DUC-F-04109,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4044,PLACE_PROTOTYPE_PART,DUC-F-04281,-Z,DUC-F-04111,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4045,PLACE_PROTOTYPE_PART,DUC-F-04297,-Z,DUC-F-04113,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4046,PLACE_PROTOTYPE_PART,DUC-F-04314,-Z,DUC-F-04115,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4047,PLACE_PROTOTYPE_PART,DUC-F-04334,-Z,DUC-F-04116,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4048,PLACE_PROTOTYPE_PART,DUC-F-04353,-Z,DUC-F-04118,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4049,PLACE_PROTOTYPE_PART,DUC-F-04373,-Z,DUC-F-04121,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4050,PLACE_PROTOTYPE_PART,DUC-F-04391,-Z,DUC-F-04123,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4051,PLACE_PROTOTYPE_PART,DUC-F-04406,-Z,DUC-F-04124,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4052,PLACE_PROTOTYPE_PART,DUC-F-04416,-Z,DUC-F-04127,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4053,PLACE_PROTOTYPE_PART,DUC-F-04237,-Z,DUC-F-04105,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4054,PLACE_PROTOTYPE_PART,DUC-F-04246,-Z,DUC-F-04107,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4055,PLACE_PROTOTYPE_PART,DUC-F-04265,-Z,DUC-F-04108,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4056,PLACE_PROTOTYPE_PART,DUC-F-04282,-Z,DUC-F-04111,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4057,PLACE_PROTOTYPE_PART,DUC-F-04298,-Z,DUC-F-04112,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4058,PLACE_PROTOTYPE_PART,DUC-F-04315,-Z,DUC-F-04115,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4059,PLACE_PROTOTYPE_PART,DUC-F-04335,-Z,DUC-F-04117,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4060,PLACE_PROTOTYPE_PART,DUC-F-04354,-Z,DUC-F-04118,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4061,PLACE_PROTOTYPE_PART,DUC-F-04374,-Z,DUC-F-04120,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4062,PLACE_PROTOTYPE_PART,DUC-F-04392,-Z,DUC-F-04123,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4063,PLACE_PROTOTYPE_PART,DUC-F-04407,-Z,DUC-F-04124,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4064,PLACE_PROTOTYPE_PART,DUC-F-04417,-Z,DUC-F-04128,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4065,PLACE_PROTOTYPE_PART,DUC-F-04238,-Z,DUC-F-04129,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4066,PLACE_PROTOTYPE_PART,DUC-F-04247,-Z,DUC-F-04131,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4067,PLACE_PROTOTYPE_PART,DUC-F-04266,-Z,DUC-F-04133,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4068,PLACE_PROTOTYPE_PART,DUC-F-04283,-Z,DUC-F-04134,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4069,PLACE_PROTOTYPE_PART,DUC-F-04299,-Z,DUC-F-04136,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4070,PLACE_PROTOTYPE_PART,DUC-F-04316,-Z,DUC-F-04139,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4071,PLACE_PROTOTYPE_PART,DUC-F-04336,-Z,DUC-F-04141,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4072,PLACE_PROTOTYPE_PART,DUC-F-04355,-Z,DUC-F-04142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4073,PLACE_PROTOTYPE_PART,DUC-F-04375,-Z,DUC-F-04144,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4074,PLACE_PROTOTYPE_PART,DUC-F-04393,-Z,DUC-F-04147,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4075,PLACE_PROTOTYPE_PART,DUC-F-04408,-Z,DUC-F-04149,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4076,PLACE_PROTOTYPE_PART,DUC-F-04418,-Z,DUC-F-04150,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4077,PLACE_PROTOTYPE_PART,DUC-F-04239,-Z,DUC-F-04129,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4078,PLACE_PROTOTYPE_PART,DUC-F-04248,-Z,DUC-F-04130,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4079,PLACE_PROTOTYPE_PART,DUC-F-04267,-Z,DUC-F-04132,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4080,PLACE_PROTOTYPE_PART,DUC-F-04284,-Z,DUC-F-04135,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4081,PLACE_PROTOTYPE_PART,DUC-F-04300,-Z,DUC-F-04137,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4082,PLACE_PROTOTYPE_PART,DUC-F-04317,-Z,DUC-F-04138,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4083,PLACE_PROTOTYPE_PART,DUC-F-04337,-Z,DUC-F-04140,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4084,PLACE_PROTOTYPE_PART,DUC-F-04356,-Z,DUC-F-04143,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4085,PLACE_PROTOTYPE_PART,DUC-F-04376,-Z,DUC-F-04144,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4086,PLACE_PROTOTYPE_PART,DUC-F-04394,-Z,DUC-F-04146,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4087,PLACE_PROTOTYPE_PART,DUC-F-04409,-Z,DUC-F-04148,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4088,PLACE_PROTOTYPE_PART,DUC-F-04419,-Z,DUC-F-04150,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4089,PLACE_PROTOTYPE_PART,DUC-F-04240,-Z,DUC-F-04152,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4090,PLACE_PROTOTYPE_PART,DUC-F-04249,-Z,DUC-F-04154,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4091,PLACE_PROTOTYPE_PART,DUC-F-04268,-Z,DUC-F-04155,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4092,PLACE_PROTOTYPE_PART,DUC-F-04285,-Z,DUC-F-04157,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4093,PLACE_PROTOTYPE_PART,DUC-F-04301,-Z,DUC-F-04159,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4094,PLACE_PROTOTYPE_PART,DUC-F-04318,-Z,DUC-F-04162,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4095,PLACE_PROTOTYPE_PART,DUC-F-04338,-Z,DUC-F-04164,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4096,PLACE_PROTOTYPE_PART,DUC-F-04357,-Z,DUC-F-04165,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4097,PLACE_PROTOTYPE_PART,DUC-F-04377,-Z,DUC-F-04167,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4098,PLACE_PROTOTYPE_PART,DUC-F-04395,-Z,DUC-F-04170,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4099,PLACE_PROTOTYPE_PART,DUC-F-04410,-Z,DUC-F-04172,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4100,PLACE_PROTOTYPE_PART,DUC-R2-00223,-Z,DUC-F-04173,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4101,PLACE_PROTOTYPE_PART,DUC-F-04242,-Z,DUC-F-04152,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4102,PLACE_PROTOTYPE_PART,DUC-F-04250,-Z,DUC-F-04153,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4103,PLACE_PROTOTYPE_PART,DUC-F-04269,-Z,DUC-F-04156,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4104,PLACE_PROTOTYPE_PART,DUC-F-04286,-Z,DUC-F-04157,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4105,PLACE_PROTOTYPE_PART,DUC-F-04302,-Z,DUC-F-04160,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4106,PLACE_PROTOTYPE_PART,DUC-F-04319,-Z,DUC-F-04162,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4107,PLACE_PROTOTYPE_PART,DUC-F-04339,-Z,DUC-F-04164,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4108,PLACE_PROTOTYPE_PART,DUC-F-04358,-Z,DUC-F-04165,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4109,PLACE_PROTOTYPE_PART,DUC-F-04378,-Z,DUC-F-04167,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4110,PLACE_PROTOTYPE_PART,DUC-F-04396,-Z,DUC-F-04170,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4111,PLACE_PROTOTYPE_PART,DUC-F-04411,-Z,DUC-F-04171,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4112,PLACE_PROTOTYPE_PART,DUC-F-04243,-Z,DUC-F-04174,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4113,PLACE_PROTOTYPE_PART,DUC-F-04251,-Z,DUC-F-04176,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4114,PLACE_PROTOTYPE_PART,DUC-F-04270,-Z,DUC-F-04178,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4115,PLACE_PROTOTYPE_PART,DUC-F-04287,-Z,DUC-F-04180,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4116,PLACE_PROTOTYPE_PART,DUC-F-04303,-Z,DUC-F-04181,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4117,PLACE_PROTOTYPE_PART,DUC-F-04320,-Z,DUC-F-04184,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4118,PLACE_PROTOTYPE_PART,DUC-F-04340,-Z,DUC-F-04185,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4119,PLACE_PROTOTYPE_PART,DUC-F-04359,-Z,DUC-F-04188,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4120,PLACE_PROTOTYPE_PART,DUC-F-04379,-Z,DUC-F-04190,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4121,PLACE_PROTOTYPE_PART,DUC-F-04397,-Z,DUC-F-04191,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4122,PLACE_PROTOTYPE_PART,DUC-F-04412,-Z,DUC-F-04193,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4123,PLACE_PROTOTYPE_PART,DUC-F-04415,-Z,DUC-F-04194,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4124,PLACE_PROTOTYPE_PART,DUC-F-04252,-Z,DUC-F-04175,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4125,PLACE_PROTOTYPE_PART,DUC-F-04271,-Z,DUC-F-04177,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4126,PLACE_PROTOTYPE_PART,DUC-F-04288,-Z,DUC-F-04179,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4127,PLACE_PROTOTYPE_PART,DUC-F-04304,-Z,DUC-F-04182,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4128,PLACE_PROTOTYPE_PART,DUC-F-04321,-Z,DUC-F-04184,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4129,PLACE_PROTOTYPE_PART,DUC-F-04341,-Z,DUC-F-04186,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4130,PLACE_PROTOTYPE_PART,DUC-F-04360,-Z,DUC-F-04187,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4131,PLACE_PROTOTYPE_PART,DUC-F-04380,-Z,DUC-F-04190,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4132,PLACE_PROTOTYPE_PART,DUC-F-04398,-Z,DUC-F-04191,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4133,PLACE_PROTOTYPE_PART,DUC-F-04413,-Z,DUC-F-04195,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4134,PLACE_PROTOTYPE_PART,DUC-F-04254,-Z,DUC-F-04176,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4135,PLACE_PROTOTYPE_PART,DUC-F-04255,-Z,DUC-F-04197,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4136,PLACE_PROTOTYPE_PART,DUC-F-04272,-Z,DUC-F-04199,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4137,PLACE_PROTOTYPE_PART,DUC-F-04289,-Z,DUC-F-04201,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4138,PLACE_PROTOTYPE_PART,DUC-F-04305,-Z,DUC-F-04203,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4139,PLACE_PROTOTYPE_PART,DUC-F-04322,-Z,DUC-F-04205,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4140,PLACE_PROTOTYPE_PART,DUC-F-04342,-Z,DUC-F-04206,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4141,PLACE_PROTOTYPE_PART,DUC-F-04361,-Z,DUC-F-04208,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4142,PLACE_PROTOTYPE_PART,DUC-F-04381,-Z,DUC-F-04210,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4143,PLACE_PROTOTYPE_PART,DUC-F-04399,-Z,DUC-R2-00221,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4144,PLACE_PROTOTYPE_PART,DUC-F-04257,-Z,DUC-F-04197,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4145,PLACE_PROTOTYPE_PART,DUC-F-04259,-Z,DUC-F-04214,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4146,PLACE_PROTOTYPE_PART,DUC-F-04273,-Z,DUC-F-04198,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4147,PLACE_PROTOTYPE_PART,DUC-F-04290,-Z,DUC-F-04201,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4148,PLACE_PROTOTYPE_PART,DUC-F-04306,-Z,DUC-F-04202,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4149,PLACE_PROTOTYPE_PART,DUC-F-04323,-Z,DUC-F-04205,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4150,PLACE_PROTOTYPE_PART,DUC-F-04343,-Z,DUC-F-04207,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4151,PLACE_PROTOTYPE_PART,DUC-F-04362,-Z,DUC-F-04208,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4152,PLACE_PROTOTYPE_PART,DUC-F-04382,-Z,DUC-F-04210,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4153,PLACE_PROTOTYPE_PART,DUC-F-04400,-Z,DUC-R2-00221,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4154,PLACE_PROTOTYPE_PART,DUC-F-04275,-Z,DUC-F-04216,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4155,PLACE_PROTOTYPE_PART,DUC-F-04291,-Z,DUC-F-04217,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4156,PLACE_PROTOTYPE_PART,DUC-F-04307,-Z,DUC-F-04219,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4157,PLACE_PROTOTYPE_PART,DUC-F-04324,-Z,DUC-F-04222,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4158,PLACE_PROTOTYPE_PART,DUC-F-04344,-Z,DUC-F-04224,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4159,PLACE_PROTOTYPE_PART,DUC-F-04363,-Z,DUC-F-04225,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4160,PLACE_PROTOTYPE_PART,DUC-F-04383,-Z,DUC-F-04227,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4161,PLACE_PROTOTYPE_PART,DUC-F-04401,-Z,DUC-F-04229,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4162,PLACE_PROTOTYPE_PART,DUC-F-04402,-Z,DUC-F-04229,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4163,PLACE_PROTOTYPE_PART,DUC-F-04308,-Z,DUC-F-04219,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4164,PLACE_PROTOTYPE_PART,DUC-F-04325,-Z,DUC-F-04221,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4165,PLACE_PROTOTYPE_PART,DUC-F-04345,-Z,DUC-F-04223,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4166,PLACE_PROTOTYPE_PART,DUC-F-04364,-Z,DUC-F-04225,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4167,PLACE_PROTOTYPE_PART,DUC-F-04384,-Z,DUC-F-04227,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4168,PLACE_PROTOTYPE_PART,DUC-F-04327,-Z,DUC-F-04222,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4169,PLACE_PROTOTYPE_PART,DUC-F-04385,-Z,DUC-F-04227,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4170,PLACE_PROTOTYPE_PART,DUC-F-04346,-Z,DUC-F-04234,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4171,PLACE_PROTOTYPE_PART,DUC-F-04365,-Z,DUC-F-04235,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4172,PLACE_PROTOTYPE_PART,DUC-F-04422,-Z,DUC-F-04328,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4173,PLACE_PROTOTYPE_PART,DUC-F-04423,-Z,DUC-F-04328,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4174,PLACE_PROTOTYPE_PART,DUC-F-04424,-Z,DUC-F-04347,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4175,PLACE_PROTOTYPE_PART,DUC-F-04425,-Z,DUC-F-04347,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4176,PLACE_PROTOTYPE_PART,DUC-F-04426,-Z,DUC-F-04326,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4177,PLACE_PROTOTYPE_PART,DUC-F-04427,-Z,DUC-F-04326,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4178,PLACE_PROTOTYPE_PART,DUC-F-04428,-Z,DUC-F-04348,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4179,PLACE_PROTOTYPE_PART,DUC-F-04429,-Z,DUC-F-04367,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4180,PLACE_PROTOTYPE_PART,DUC-F-04430,-Z,DUC-F-04368,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4181,PLACE_PROTOTYPE_PART,DUC-F-04431,-Z,DUC-F-04368,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4182,PLACE_PROTOTYPE_PART,DUC-F-04432,-Z,DUC-F-04277,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4183,PLACE_PROTOTYPE_PART,DUC-F-04433,-Z,DUC-F-04293,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4184,PLACE_PROTOTYPE_PART,DUC-F-04434,-Z,DUC-F-04293,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4185,PLACE_PROTOTYPE_PART,DUC-F-04435,-Z,DUC-F-04293,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4186,PLACE_PROTOTYPE_PART,DUC-F-04436,-Z,DUC-F-04310,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4187,PLACE_PROTOTYPE_PART,DUC-F-04437,-Z,DUC-F-04330,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4188,PLACE_PROTOTYPE_PART,DUC-F-04438,-Z,DUC-F-04330,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4189,PLACE_PROTOTYPE_PART,DUC-F-04439,-Z,DUC-F-04349,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4190,PLACE_PROTOTYPE_PART,DUC-F-04440,-Z,DUC-F-04349,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4191,PLACE_PROTOTYPE_PART,DUC-F-04441,-Z,DUC-F-04369,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4192,PLACE_PROTOTYPE_PART,DUC-F-04442,-Z,DUC-F-04369,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4193,PLACE_PROTOTYPE_PART,DUC-F-04443,-Z,DUC-F-04369,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4194,PLACE_PROTOTYPE_PART,DUC-F-04444,-Z,DUC-R2-00222,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4195,PLACE_PROTOTYPE_PART,DUC-F-04445,-Z,DUC-F-04261,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4196,PLACE_PROTOTYPE_PART,DUC-F-04446,-Z,DUC-F-04277,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4197,PLACE_PROTOTYPE_PART,DUC-F-04447,-Z,DUC-F-04388,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4198,PLACE_PROTOTYPE_PART,DUC-F-04448,-Z,DUC-F-04260,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4199,PLACE_PROTOTYPE_PART,DUC-F-04449,-Z,DUC-F-04258,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4200,PLACE_PROTOTYPE_PART,DUC-F-04450,-Z,DUC-F-04253,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4201,PLACE_PROTOTYPE_PART,DUC-F-04451,-Z,DUC-F-04262,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4202,PLACE_PROTOTYPE_PART,DUC-F-04452,-Z,DUC-F-04262,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4203,PLACE_PROTOTYPE_PART,DUC-F-04453,-Z,DUC-F-04279,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4204,PLACE_PROTOTYPE_PART,DUC-F-04454,-Z,DUC-F-04279,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4205,PLACE_PROTOTYPE_PART,DUC-F-04455,-Z,DUC-F-04295,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4206,PLACE_PROTOTYPE_PART,DUC-F-04456,-Z,DUC-F-04295,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4207,PLACE_PROTOTYPE_PART,DUC-F-04457,-Z,DUC-F-04295,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4208,PLACE_PROTOTYPE_PART,DUC-F-04458,-Z,DUC-F-04312,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4209,PLACE_PROTOTYPE_PART,DUC-F-04459,-Z,DUC-F-04332,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4210,PLACE_PROTOTYPE_PART,DUC-F-04460,-Z,DUC-F-04332,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4211,PLACE_PROTOTYPE_PART,DUC-F-04461,-Z,DUC-F-04351,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4212,PLACE_PROTOTYPE_PART,DUC-F-04462,-Z,DUC-F-04351,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4213,PLACE_PROTOTYPE_PART,DUC-F-04463,-Z,DUC-F-04371,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4214,PLACE_PROTOTYPE_PART,DUC-F-04464,-Z,DUC-F-04371,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4215,PLACE_PROTOTYPE_PART,DUC-F-04465,-Z,DUC-F-04371,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4216,PLACE_PROTOTYPE_PART,DUC-F-04466,-Z,DUC-F-04389,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4217,PLACE_PROTOTYPE_PART,DUC-F-04467,-Z,DUC-F-04253,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4218,PLACE_PROTOTYPE_PART,DUC-F-04468,-Z,DUC-F-04404,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4219,PLACE_PROTOTYPE_PART,DUC-F-04469,-Z,DUC-F-04244,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4220,PLACE_PROTOTYPE_PART,DUC-F-04470,-Z,DUC-F-04405,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
4221,PLACE_PROTOTYPE_PART,DUC-F-04471,-Z,DUC-F-04245,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
