step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
1697,PLACE_PROTOTYPE_PART,COP-C-01862,-Z,COP-C-01698,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1698,PLACE_PROTOTYPE_PART,COP-C-01785,-Z,COP-C-01703,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1699,PLACE_PROTOTYPE_PART,COP-C-01794,-Z,COP-C-01691,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1700,PLACE_PROTOTYPE_PART,COP-C-01873,-Z,COP-C-01705,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1701,PLACE_PROTOTYPE_PART,COP-C-01777,-Z,COP-C-01706,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1702,PLACE_PROTOTYPE_PART,COP-C-01795,-Z,COP-C-01708,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1703,PLACE_PROTOTYPE_PART,COP-C-01818,-Z,COP-C-01711,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1704,PLACE_PROTOTYPE_PART,COP-C-01834,-Z,COP-C-01712,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1705,PLACE_PROTOTYPE_PART,COP-C-01848,-Z,COP-C-01714,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1706,PLACE_PROTOTYPE_PART,COP-C-01863,-Z,COP-C-01716,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1707,PLACE_PROTOTYPE_PART,COP-C-01874,-Z,COP-C-01718,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1708,PLACE_PROTOTYPE_PART,COP-C-01778,-Z,COP-C-01706,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1709,PLACE_PROTOTYPE_PART,COP-C-01786,-Z,COP-C-01707,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1710,PLACE_PROTOTYPE_PART,COP-C-01779,-Z,COP-C-01721,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1711,PLACE_PROTOTYPE_PART,COP-C-01787,-Z,COP-C-01707,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1712,PLACE_PROTOTYPE_PART,COP-C-01796,-Z,COP-C-01708,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1713,PLACE_PROTOTYPE_PART,COP-C-01819,-Z,COP-C-01710,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1714,PLACE_PROTOTYPE_PART,COP-C-01835,-Z,COP-C-01712,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1715,PLACE_PROTOTYPE_PART,COP-C-01849,-Z,COP-C-01714,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1716,PLACE_PROTOTYPE_PART,COP-C-01864,-Z,COP-C-01716,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1717,PLACE_PROTOTYPE_PART,COP-C-01875,-Z,COP-C-01718,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1718,PLACE_PROTOTYPE_PART,COP-C-01775,-Z,COP-C-01722,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1719,PLACE_PROTOTYPE_PART,COP-C-01780,-Z,COP-C-01723,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1720,PLACE_PROTOTYPE_PART,COP-C-01797,-Z,COP-C-01724,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1721,PLACE_PROTOTYPE_PART,COP-C-01820,-Z,COP-C-01726,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1722,PLACE_PROTOTYPE_PART,COP-C-01836,-Z,COP-C-01729,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1723,PLACE_PROTOTYPE_PART,COP-C-01850,-Z,COP-C-01730,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1724,PLACE_PROTOTYPE_PART,COP-C-01865,-Z,COP-C-01732,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1725,PLACE_PROTOTYPE_PART,COP-C-01876,-Z,COP-C-01734,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1726,PLACE_PROTOTYPE_PART,COP-C-01776,-Z,COP-C-01722,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1727,PLACE_PROTOTYPE_PART,COP-C-01781,-Z,COP-C-01723,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1728,PLACE_PROTOTYPE_PART,COP-C-01798,-Z,COP-C-01724,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1729,PLACE_PROTOTYPE_PART,COP-C-01821,-Z,COP-C-01727,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1730,PLACE_PROTOTYPE_PART,COP-C-01837,-Z,COP-C-01728,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1731,PLACE_PROTOTYPE_PART,COP-C-01851,-Z,COP-C-01730,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1732,PLACE_PROTOTYPE_PART,COP-C-01866,-Z,COP-C-01732,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1733,PLACE_PROTOTYPE_PART,COP-C-01877,-Z,COP-C-01734,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1734,PLACE_PROTOTYPE_PART,COP-C-01782,-Z,COP-C-01723,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1735,PLACE_PROTOTYPE_PART,COP-C-01788,-Z,COP-C-01723,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1736,PLACE_PROTOTYPE_PART,COP-C-01783,-Z,COP-C-01736,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1737,PLACE_PROTOTYPE_PART,COP-C-01789,-Z,COP-C-01737,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1738,PLACE_PROTOTYPE_PART,COP-C-01799,-Z,COP-C-01739,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1739,PLACE_PROTOTYPE_PART,COP-C-01822,-Z,COP-C-01740,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1740,PLACE_PROTOTYPE_PART,COP-C-01838,-Z,COP-C-01742,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1741,PLACE_PROTOTYPE_PART,COP-C-01852,-Z,COP-C-01744,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1742,PLACE_PROTOTYPE_PART,COP-C-01867,-Z,COP-C-01747,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1743,PLACE_PROTOTYPE_PART,COP-C-01878,-Z,COP-C-01748,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1744,PLACE_PROTOTYPE_PART,COP-C-01784,-Z,COP-C-01736,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1745,PLACE_PROTOTYPE_PART,COP-C-01800,-Z,COP-C-01738,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1746,PLACE_PROTOTYPE_PART,COP-C-01823,-Z,COP-C-01740,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1747,PLACE_PROTOTYPE_PART,COP-C-01839,-Z,COP-C-01743,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1748,PLACE_PROTOTYPE_PART,COP-C-01853,-Z,COP-C-01745,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1749,PLACE_PROTOTYPE_PART,COP-C-01868,-Z,COP-C-01746,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1750,PLACE_PROTOTYPE_PART,COP-C-01879,-Z,COP-C-01748,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1751,PLACE_PROTOTYPE_PART,COP-C-01880,-Z,COP-C-01748,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1752,PLACE_PROTOTYPE_PART,COP-C-01790,-Z,COP-C-01749,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1753,PLACE_PROTOTYPE_PART,COP-C-01791,-Z,COP-C-01751,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1754,PLACE_PROTOTYPE_PART,COP-C-01801,-Z,COP-C-01752,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1755,PLACE_PROTOTYPE_PART,COP-C-01824,-Z,COP-C-01755,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1756,PLACE_PROTOTYPE_PART,COP-C-01840,-Z,COP-C-01756,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1757,PLACE_PROTOTYPE_PART,COP-C-01854,-Z,COP-C-01758,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1758,PLACE_PROTOTYPE_PART,COP-C-01869,-Z,COP-C-01760,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1759,PLACE_PROTOTYPE_PART,COP-C-01802,-Z,COP-C-01762,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1760,PLACE_PROTOTYPE_PART,COP-C-01806,-Z,COP-C-01753,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1761,PLACE_PROTOTYPE_PART,COP-C-01807,-Z,COP-C-01764,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1762,PLACE_PROTOTYPE_PART,COP-C-01810,-Z,COP-C-01753,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1763,PLACE_PROTOTYPE_PART,COP-C-01825,-Z,COP-C-01754,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1764,PLACE_PROTOTYPE_PART,COP-C-01841,-Z,COP-C-01756,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1765,PLACE_PROTOTYPE_PART,COP-C-01855,-Z,COP-C-01759,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1766,PLACE_PROTOTYPE_PART,COP-C-01870,-Z,COP-C-01760,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1767,PLACE_PROTOTYPE_PART,COP-C-01871,-Z,COP-C-01765,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1768,PLACE_PROTOTYPE_PART,COP-C-01813,-Z,COP-C-01766,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1769,PLACE_PROTOTYPE_PART,COP-C-01826,-Z,COP-C-01768,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1770,PLACE_PROTOTYPE_PART,COP-C-01842,-Z,COP-C-01770,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1771,PLACE_PROTOTYPE_PART,COP-C-01856,-Z,COP-C-01771,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1772,PLACE_PROTOTYPE_PART,COP-C-01857,-Z,COP-C-01771,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1773,PLACE_PROTOTYPE_PART,COP-C-01828,-Z,COP-C-01768,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1774,PLACE_PROTOTYPE_PART,COP-C-01843,-Z,COP-C-01769,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1775,PLACE_PROTOTYPE_PART,COP-C-01858,-Z,COP-C-01771,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1776,PLACE_PROTOTYPE_PART,COP-C-01881,-Z,COP-C-01830,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1777,PLACE_PROTOTYPE_PART,COP-C-01882,-Z,COP-C-01830,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1778,PLACE_PROTOTYPE_PART,COP-C-01883,-Z,COP-C-01830,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1779,PLACE_PROTOTYPE_PART,COP-C-01884,-Z,COP-C-01814,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1780,PLACE_PROTOTYPE_PART,COP-C-01885,-Z,COP-C-01815,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1781,PLACE_PROTOTYPE_PART,COP-C-01886,-Z,COP-C-01844,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1782,PLACE_PROTOTYPE_PART,COP-C-01887,-Z,COP-C-01812,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1783,PLACE_PROTOTYPE_PART,COP-C-01888,-Z,COP-C-01845,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1784,PLACE_PROTOTYPE_PART,COP-C-01889,-Z,COP-C-01845,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1785,PLACE_PROTOTYPE_PART,COP-C-01890,-Z,COP-C-01808,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1786,PLACE_PROTOTYPE_PART,COP-C-01891,-Z,COP-C-01816,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1787,PLACE_PROTOTYPE_PART,COP-C-01892,-Z,COP-C-01816,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1788,PLACE_PROTOTYPE_PART,COP-C-01893,-Z,COP-C-01832,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1789,PLACE_PROTOTYPE_PART,COP-C-01894,-Z,COP-C-01832,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1790,PLACE_PROTOTYPE_PART,COP-C-01895,-Z,COP-C-01846,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1791,PLACE_PROTOTYPE_PART,COP-C-01896,-Z,COP-C-01846,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1792,PLACE_PROTOTYPE_PART,COP-C-01897,-Z,COP-C-01861,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1793,PLACE_PROTOTYPE_PART,COP-C-01898,-Z,COP-C-01861,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1794,PLACE_PROTOTYPE_PART,COP-C-01899,-Z,COP-C-01809,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1795,PLACE_PROTOTYPE_PART,COP-C-01900,-Z,COP-C-01861,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1796,PLACE_PROTOTYPE_PART,COP-R2-00087,-Z,COP-C-01792,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1797,PLACE_PROTOTYPE_PART,COP-C-01903,-Z,COP-C-01804,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1798,PLACE_PROTOTYPE_PART,COP-C-01904,-Z,COP-C-01804,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1799,PLACE_PROTOTYPE_PART,COP-C-01905,-Z,COP-C-01872,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1800,PLACE_PROTOTYPE_PART,COP-C-01907,-Z,COP-C-01805,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1801,PLACE_PROTOTYPE_PART,COP-C-01908,-Z,COP-C-01777,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1802,PLACE_PROTOTYPE_PART,COP-C-01909,-Z,COP-C-01795,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1803,PLACE_PROTOTYPE_PART,COP-C-01910,-Z,COP-C-01795,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1804,PLACE_PROTOTYPE_PART,COP-C-01911,-Z,COP-C-01795,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1805,PLACE_PROTOTYPE_PART,COP-C-01912,-Z,COP-C-01818,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1806,PLACE_PROTOTYPE_PART,COP-C-01913,-Z,COP-C-01834,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1807,PLACE_PROTOTYPE_PART,COP-C-01914,-Z,COP-C-01834,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1808,PLACE_PROTOTYPE_PART,COP-C-01915,-Z,COP-C-01848,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1809,PLACE_PROTOTYPE_PART,COP-C-01916,-Z,COP-C-01848,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1810,PLACE_PROTOTYPE_PART,COP-C-01917,-Z,COP-C-01863,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1811,PLACE_PROTOTYPE_PART,COP-C-01918,-Z,COP-C-01863,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1812,PLACE_PROTOTYPE_PART,COP-C-01919,-Z,COP-C-01874,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1813,PLACE_PROTOTYPE_PART,COP-C-01920,-Z,COP-C-01874,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1814,PLACE_PROTOTYPE_PART,COP-C-01921,-Z,COP-C-01780,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1815,PLACE_PROTOTYPE_PART,COP-C-01922,-Z,COP-C-01797,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1816,PLACE_PROTOTYPE_PART,COP-C-01923,-Z,COP-C-01797,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1817,PLACE_PROTOTYPE_PART,COP-C-01924,-Z,COP-C-01820,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1818,PLACE_PROTOTYPE_PART,COP-C-01925,-Z,COP-C-01820,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1819,PLACE_PROTOTYPE_PART,COP-C-01926,-Z,COP-C-01836,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1820,PLACE_PROTOTYPE_PART,COP-C-01927,-Z,COP-C-01836,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1821,PLACE_PROTOTYPE_PART,COP-C-01928,-Z,COP-C-01850,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1822,PLACE_PROTOTYPE_PART,COP-C-01929,-Z,COP-C-01850,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1823,PLACE_PROTOTYPE_PART,COP-C-01930,-Z,COP-C-01865,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1824,PLACE_PROTOTYPE_PART,COP-C-01931,-Z,COP-C-01865,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1825,PLACE_PROTOTYPE_PART,COP-C-01932,-Z,COP-C-01876,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1826,PLACE_PROTOTYPE_PART,COP-C-01933,-Z,COP-C-01876,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1827,PLACE_PROTOTYPE_PART,COP-C-01934,-Z,COP-C-01782,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1828,PLACE_PROTOTYPE_PART,COP-C-01935,-Z,COP-C-01789,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1829,PLACE_PROTOTYPE_PART,COP-C-01936,-Z,COP-C-01799,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1830,PLACE_PROTOTYPE_PART,COP-C-01937,-Z,COP-C-01822,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1831,PLACE_PROTOTYPE_PART,COP-C-01938,-Z,COP-C-01822,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1832,PLACE_PROTOTYPE_PART,COP-C-01939,-Z,COP-C-01822,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1833,PLACE_PROTOTYPE_PART,COP-C-01940,-Z,COP-C-01838,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1834,PLACE_PROTOTYPE_PART,COP-C-01941,-Z,COP-C-01852,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1835,PLACE_PROTOTYPE_PART,COP-C-01942,-Z,COP-C-01852,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1836,PLACE_PROTOTYPE_PART,COP-C-01943,-Z,COP-C-01867,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1837,PLACE_PROTOTYPE_PART,COP-C-01944,-Z,COP-C-01867,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1838,PLACE_PROTOTYPE_PART,COP-C-01945,-Z,COP-C-01867,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1839,PLACE_PROTOTYPE_PART,COP-C-01946,-Z,COP-C-01878,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1840,PLACE_PROTOTYPE_PART,COP-C-01947,-Z,COP-C-01877,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1841,PLACE_PROTOTYPE_PART,COP-R2-00088,-Z,COP-C-01783,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1842,PLACE_PROTOTYPE_PART,COP-R2-00089,-Z,COP-C-01800,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1843,PLACE_PROTOTYPE_PART,COP-C-01951,-Z,COP-C-01801,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1844,PLACE_PROTOTYPE_PART,COP-C-01952,-Z,COP-C-01824,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1845,PLACE_PROTOTYPE_PART,COP-C-01953,-Z,COP-C-01824,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1846,PLACE_PROTOTYPE_PART,COP-C-01954,-Z,COP-C-01824,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1847,PLACE_PROTOTYPE_PART,COP-C-01955,-Z,COP-C-01840,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1848,PLACE_PROTOTYPE_PART,COP-C-01956,-Z,COP-C-01854,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1849,PLACE_PROTOTYPE_PART,COP-C-01957,-Z,COP-C-01854,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1850,PLACE_PROTOTYPE_PART,COP-C-01958,-Z,COP-C-01869,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1851,PLACE_PROTOTYPE_PART,COP-C-01959,-Z,COP-C-01869,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1852,PLACE_PROTOTYPE_PART,COP-C-01960,-Z,COP-C-01869,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1853,PLACE_PROTOTYPE_PART,COP-C-01961,-Z,COP-C-01879,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1854,PLACE_PROTOTYPE_PART,COP-C-01963,-Z,COP-C-01806,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1855,PLACE_PROTOTYPE_PART,COP-C-01964,-Z,COP-C-01806,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1856,PLACE_PROTOTYPE_PART,COP-C-01965,-Z,COP-C-01810,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1857,PLACE_PROTOTYPE_PART,COP-C-01966,-Z,COP-C-01826,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1858,PLACE_PROTOTYPE_PART,COP-C-01967,-Z,COP-C-01826,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1859,PLACE_PROTOTYPE_PART,COP-C-01968,-Z,COP-C-01826,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1860,PLACE_PROTOTYPE_PART,COP-C-01969,-Z,COP-C-01842,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1861,PLACE_PROTOTYPE_PART,COP-C-01970,-Z,COP-C-01842,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1862,PLACE_PROTOTYPE_PART,COP-C-01971,-Z,COP-C-01855,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1863,PLACE_PROTOTYPE_PART,COP-C-01972,-Z,COP-C-01855,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1864,PLACE_PROTOTYPE_PART,COP-C-01973,-Z,COP-C-01870,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1865,PLACE_PROTOTYPE_PART,COP-C-01974,-Z,COP-C-01826,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1866,PLACE_PROTOTYPE_PART,COP-C-01975,-Z,COP-C-01843,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1867,PLACE_PROTOTYPE_PART,COP-C-02019,-Z,COP-C-01885,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1868,PLACE_PROTOTYPE_PART,COP-C-02021,-Z,COP-C-01882,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1869,PLACE_PROTOTYPE_PART,COP-C-02034,-Z,COP-C-01883,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1870,PLACE_PROTOTYPE_PART,COP-C-02007,-Z,COP-C-01885,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1871,PLACE_PROTOTYPE_PART,COP-C-02047,-Z,COP-C-01888,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1872,PLACE_PROTOTYPE_PART,COP-C-02002,-Z,COP-C-01890,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1873,PLACE_PROTOTYPE_PART,COP-C-02008,-Z,COP-C-01892,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1874,PLACE_PROTOTYPE_PART,COP-C-02022,-Z,COP-C-01893,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1875,PLACE_PROTOTYPE_PART,COP-C-02035,-Z,COP-C-01896,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1876,PLACE_PROTOTYPE_PART,COP-C-02048,-Z,COP-C-01897,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1877,PLACE_PROTOTYPE_PART,COP-R2-00090,-Z,COP-R2-00087,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1878,PLACE_PROTOTYPE_PART,COP-C-02003,-Z,COP-C-01899,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1879,PLACE_PROTOTYPE_PART,COP-C-02059,-Z,COP-C-01900,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1880,PLACE_PROTOTYPE_PART,COP-C-01991,-Z,COP-R2-00087,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1881,PLACE_PROTOTYPE_PART,COP-C-02000,-Z,COP-C-01903,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1882,PLACE_PROTOTYPE_PART,COP-C-02004,-Z,COP-C-01904,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1883,PLACE_PROTOTYPE_PART,COP-C-02009,-Z,COP-C-01891,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1884,PLACE_PROTOTYPE_PART,COP-C-02023,-Z,COP-C-01894,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1885,PLACE_PROTOTYPE_PART,COP-C-02036,-Z,COP-C-01896,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1886,PLACE_PROTOTYPE_PART,COP-C-02049,-Z,COP-C-01897,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1887,PLACE_PROTOTYPE_PART,COP-C-01980,-Z,COP-R2-00087,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1888,PLACE_PROTOTYPE_PART,COP-C-02001,-Z,COP-C-01907,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1889,PLACE_PROTOTYPE_PART,COP-C-02060,-Z,COP-C-01905,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
